ID,Nombre,Apellido,Edad,Region,Patrimonio,Historial_Crediticio,Variable_1,Variable_2,Variable_3,Variable_4,Ciudad
5360,Benjamín,Pérez,70.0,O'Higgins,203602.0,Bueno,54.0,15.0,189.0,101.0,Pichilemu
5361,Sebastián,Pérez,27.0,O'Higgins,280937.0,Bueno,71.0,4.0,172.0,15.0,San Fernando
5362,Sebastián,Pérez,25.0,Metropolitana,564571.0,Bueno,91.0,,43.0,150.0,Maipú
5363,Martín,Sepúlveda,53.0,Biobío,74056.0,Bueno,68.0,30.0,29.0,38.0,Concepción
5364,Emilia,Muñoz,31.0,Metropolitana,481756.0,,6.0,45.0,10.0,35.0,
5365,Martina,Sepúlveda,71.0,Araucanía,895743.0,,9.0,36.0,171.0,101.0,Temuco
5366,Martín,Díaz,,Metropolitana,188171.0,Bueno,8.0,19.0,92.0,296.0,Puente Alto
5367,Sofía,Silva,67.0,Maule,331188.0,Bueno,35.0,45.0,67.0,122.0,Curicó
5368,,Contreras,56.0,O'Higgins,396121.0,,28.0,4.0,,,Rancagua
5369,Agustín,Sepúlveda,37.0,O'Higgins,586220.0,Bueno,,,151.0,30.0,Pichilemu
5370,Agustín,Muñoz,24.0,Biobío,919254.0,Regular,39.0,33.0,183.0,287.0,Concepción
5371,Isidora,Contreras,26.0,Biobío,394539.0,Bueno,19.0,46.0,140.0,211.0,Concepción
5372,Mateo,,18.0,Araucanía,69152.0,Bueno,,,11.0,10.0,Temuco
5373,Benjamín,Pérez,43.0,Biobío,,Bueno,44.0,17.0,60.0,226.0,Chillán
5374,Martina,Sepúlveda,55.0,Araucanía,190085.0,Bueno,0.0,4.0,185.0,257.0,Pucón
5375,Isidora,Rojas,55.0,Biobío,,Bueno,69.0,20.0,110.0,52.0,Talcahuano
5376,Valentina,Martínez,,Metropolitana,29262.0,Bueno,37.0,40.0,193.0,289.0,
5377,Benjamín,Sepúlveda,61.0,Biobío,291929.0,Regular,77.0,39.0,195.0,234.0,Chillán
5378,Agustín,Sepúlveda,,Araucanía,,Bueno,11.0,2.0,110.0,260.0,Temuco
5379,Mateo,Sepúlveda,79.0,O'Higgins,277334.0,Bueno,29.0,21.0,127.0,156.0,Rancagua
5380,Emilia,,23.0,,550995.0,Regular,26.0,20.0,57.0,210.0,
5381,,González,34.0,Metropolitana,114712.0,Bueno,1.0,14.0,135.0,190.0,Puente Alto
5382,Emilia,,68.0,O'Higgins,942805.0,Bueno,47.0,5.0,165.0,279.0,Rancagua
5383,Valentina,Contreras,55.0,O'Higgins,290906.0,Malo,96.0,26.0,57.0,197.0,San Fernando
5384,Mateo,Soto,41.0,Araucanía,923000.0,Bueno,1.0,24.0,180.0,43.0,Pucón
5385,Martín,Silva,68.0,,325835.0,Bueno,62.0,30.0,,4.0,
5386,Mateo,Rojas,27.0,Maule,781840.0,Bueno,85.0,30.0,130.0,85.0,Talca
5387,Martina,Contreras,38.0,Metropolitana,246187.0,Regular,79.0,10.0,188.0,55.0,Puente Alto
5388,Agustín,Pérez,74.0,Maule,669768.0,Bueno,28.0,32.0,75.0,,Linares
5389,Sofía,Díaz,,O'Higgins,323716.0,Regular,17.0,,123.0,87.0,
5390,Martina,Contreras,50.0,O'Higgins,,Bueno,21.0,39.0,5.0,217.0,Pichilemu
5391,Emilia,Muñoz,76.0,Araucanía,673814.0,,34.0,34.0,161.0,269.0,Villarrica
5392,,Muñoz,35.0,Maule,588882.0,Bueno,10.0,28.0,87.0,144.0,Curicó
5393,Benjamín,Sepúlveda,73.0,Biobío,576280.0,Bueno,27.0,23.0,149.0,248.0,Concepción
5394,Martín,Soto,74.0,,65680.0,Regular,22.0,19.0,,42.0,Santiago
5395,Sebastián,González,65.0,,249076.0,,,49.0,90.0,7.0,Santiago
5396,Martín,Díaz,59.0,Maule,571839.0,Bueno,67.0,8.0,142.0,,
5397,Mateo,Pérez,44.0,,18317.0,Bueno,62.0,42.0,94.0,28.0,Curicó
5398,Martina,Sepúlveda,69.0,Metropolitana,,,,,188.0,276.0,Maipú
5399,,Contreras,59.0,Araucanía,229185.0,Bueno,17.0,43.0,,103.0,Temuco
5400,Isidora,Muñoz,49.0,Maule,249856.0,Bueno,7.0,11.0,126.0,43.0,Linares
5401,Mateo,González,43.0,Maule,,Regular,87.0,49.0,171.0,5.0,Curicó
5402,Benjamín,Rojas,42.0,O'Higgins,581960.0,Bueno,35.0,19.0,122.0,189.0,San Fernando
5403,Agustín,Sepúlveda,40.0,Araucanía,908997.0,Bueno,38.0,23.0,,115.0,Villarrica
5404,Emilia,,74.0,Araucanía,386031.0,Regular,3.0,46.0,42.0,138.0,
5405,Martina,Contreras,69.0,Metropolitana,926578.0,Bueno,1.0,40.0,98.0,23.0,Santiago
5406,Emilia,Sepúlveda,48.0,Maule,,Regular,,45.0,47.0,111.0,Talca
5407,Sebastián,,81.0,,912660.0,Regular,64.0,43.0,183.0,214.0,Maipú
5408,Isidora,Sepúlveda,50.0,Valparaíso,833472.0,Bueno,,28.0,,128.0,Quilpué
5409,Valentina,Sepúlveda,,Metropolitana,687582.0,,21.0,9.0,171.0,100.0,Maipú
5410,Sebastián,Soto,35.0,,,Bueno,79.0,27.0,0.0,209.0,Maipú
5411,Martín,Rojas,64.0,,241110.0,Regular,8.0,49.0,103.0,,Villarrica
5412,Agustín,,50.0,O'Higgins,222391.0,Bueno,62.0,32.0,56.0,225.0,Pichilemu
5413,,Pérez,52.0,Metropolitana,952173.0,,10.0,48.0,163.0,127.0,Santiago
5414,Martín,Rojas,,O'Higgins,,Bueno,97.0,40.0,139.0,65.0,Pichilemu
5415,Emilia,Rojas,35.0,Biobío,724831.0,Bueno,98.0,46.0,88.0,210.0,
5416,Benjamín,,,Metropolitana,883795.0,Malo,27.0,2.0,135.0,96.0,Santiago
5417,Agustín,Sepúlveda,61.0,Araucanía,918996.0,Bueno,63.0,,118.0,196.0,Pucón
5418,Sebastián,Rojas,70.0,Valparaíso,511556.0,,1.0,20.0,25.0,6.0,Viña del Mar
5419,Sofía,Rojas,27.0,,629059.0,Bueno,33.0,32.0,159.0,277.0,Pucón
5420,Isidora,Soto,69.0,Araucanía,,Bueno,23.0,27.0,85.0,40.0,Temuco
5421,Martín,Contreras,66.0,O'Higgins,418490.0,Bueno,29.0,25.0,0.0,241.0,
5422,Valentina,Rojas,,Biobío,38428.0,,41.0,34.0,,90.0,Concepción
5423,Valentina,González,83.0,Valparaíso,433821.0,Regular,41.0,47.0,40.0,112.0,Quilpué
5424,Sebastián,Contreras,,Biobío,673489.0,Regular,39.0,29.0,130.0,121.0,Chillán
5425,Isidora,Pérez,,O'Higgins,421982.0,Bueno,82.0,32.0,101.0,136.0,Rancagua
5426,Isidora,Contreras,50.0,Valparaíso,872409.0,Bueno,5.0,8.0,,149.0,Viña del Mar
5427,,Pérez,64.0,Biobío,332562.0,Bueno,32.0,26.0,100.0,242.0,Chillán
5428,,Contreras,30.0,Metropolitana,132682.0,Bueno,2.0,44.0,75.0,131.0,Puente Alto
5429,Isidora,Silva,57.0,,811558.0,Regular,8.0,,56.0,,Quilpué
5430,Martín,Contreras,59.0,Metropolitana,673947.0,,,6.0,156.0,15.0,
5431,Emilia,González,,Biobío,241819.0,Bueno,,0.0,35.0,48.0,Talcahuano
5432,Emilia,Díaz,36.0,Maule,536451.0,Regular,34.0,,90.0,,Linares
5433,,González,,Metropolitana,,Regular,83.0,47.0,199.0,246.0,Santiago
5434,Sebastián,Martínez,,Maule,938859.0,Malo,70.0,43.0,117.0,62.0,Talca
5435,Emilia,,71.0,Maule,607332.0,Bueno,20.0,48.0,36.0,292.0,Talca
5436,Sofía,Silva,82.0,Araucanía,158389.0,Regular,99.0,4.0,44.0,205.0,Temuco
5437,Martina,Martínez,29.0,Valparaíso,502148.0,Bueno,26.0,10.0,141.0,170.0,Viña del Mar
5438,Isidora,Martínez,41.0,Biobío,862556.0,Bueno,28.0,26.0,54.0,,Chillán
5439,Sofía,Sepúlveda,51.0,,671496.0,Bueno,65.0,44.0,8.0,211.0,Rancagua
5440,Martina,González,70.0,Maule,842452.0,Bueno,71.0,14.0,170.0,285.0,Curicó
5441,Agustín,Martínez,25.0,,250399.0,Bueno,58.0,,42.0,,Maipú
5442,,Silva,35.0,Metropolitana,888351.0,Bueno,16.0,42.0,111.0,220.0,Puente Alto
5443,Mateo,Silva,74.0,Araucanía,755611.0,Regular,7.0,4.0,41.0,281.0,Pucón
5444,Emilia,González,22.0,Araucanía,728913.0,Bueno,93.0,42.0,17.0,187.0,Temuco
5445,,Martínez,43.0,Biobío,346541.0,Bueno,34.0,,193.0,27.0,Concepción
5446,Agustín,Rojas,47.0,O'Higgins,887658.0,,84.0,2.0,5.0,21.0,Pichilemu
5447,Sofía,González,71.0,Biobío,637979.0,Bueno,17.0,,167.0,135.0,
5448,Isidora,González,30.0,Metropolitana,851839.0,Bueno,50.0,25.0,187.0,128.0,Puente Alto
5449,Sofía,Rojas,46.0,Maule,360971.0,Bueno,87.0,,100.0,44.0,Linares
5450,Benjamín,Soto,20.0,Metropolitana,145652.0,Regular,38.0,39.0,34.0,238.0,Santiago
5451,Sebastián,Soto,75.0,Maule,332337.0,Regular,1.0,25.0,32.0,279.0,Linares
5452,Benjamín,González,19.0,Metropolitana,455264.0,Bueno,94.0,,35.0,275.0,Maipú
5453,Sebastián,Muñoz,,Biobío,3332158.0,Bueno,63.0,4.0,31.0,156.0,
5454,Sebastián,Contreras,19.0,O'Higgins,,Bueno,21.0,11.0,175.0,112.0,
5455,Benjamín,Martínez,24.0,Maule,546054.0,Bueno,75.0,9.0,142.0,228.0,Curicó
5456,Isidora,Sepúlveda,43.0,Biobío,841705.0,Bueno,24.0,36.0,62.0,27.0,Talcahuano
5457,Emilia,Soto,33.0,O'Higgins,170101.0,Regular,7.0,24.0,14.0,157.0,Pichilemu
5458,Sebastián,Sepúlveda,40.0,O'Higgins,316051.0,Bueno,1.0,14.0,166.0,85.0,San Fernando
5459,Martina,Contreras,57.0,Biobío,888608.0,Regular,0.0,28.0,76.0,200.0,Chillán
5460,Martín,Martínez,77.0,Metropolitana,560458.0,Bueno,10.0,7.0,,124.0,Santiago
5461,Emilia,Pérez,49.0,Metropolitana,,Bueno,44.0,7.0,62.0,129.0,Maipú
5462,,Contreras,32.0,Araucanía,478062.0,Bueno,,,96.0,60.0,Pucón
5463,Agustín,Contreras,30.0,Biobío,548974.0,,50.0,38.0,37.0,163.0,Concepción
5464,Agustín,Muñoz,22.0,O'Higgins,198079.0,Bueno,23.0,8.0,65.0,59.0,Pichilemu
5465,Martina,Rojas,69.0,Araucanía,546866.0,Bueno,78.0,14.0,138.0,,Villarrica
5466,Agustín,González,58.0,,997173.0,Bueno,82.0,18.0,116.0,272.0,Valparaíso
5467,Sofía,Soto,,Biobío,566047.0,Bueno,60.0,41.0,,271.0,Concepción
5468,Emilia,Muñoz,67.0,Araucanía,44402.0,Bueno,35.0,33.0,18.0,160.0,Villarrica
5469,Agustín,Rojas,32.0,,796435.0,Bueno,40.0,35.0,,108.0,
5470,Sofía,Díaz,24.0,Biobío,396475.0,Bueno,68.0,9.0,144.0,72.0,Talcahuano
5471,Valentina,Soto,57.0,,153676.0,Bueno,15.0,15.0,6.0,78.0,Concepción
5472,Martina,Sepúlveda,45.0,Valparaíso,862519.0,Bueno,10.0,39.0,60.0,,Quilpué
5473,Martina,González,49.0,Metropolitana,197973.0,Bueno,26.0,48.0,40.0,,Maipú
5474,Martina,,32.0,Valparaíso,920767.0,Malo,64.0,,74.0,288.0,Quilpué
5475,Sebastián,Pérez,82.0,O'Higgins,441796.0,Regular,36.0,6.0,197.0,121.0,San Fernando
5476,Benjamín,Díaz,21.0,Maule,742790.0,Malo,16.0,40.0,27.0,108.0,Talca
5477,Martina,,28.0,Biobío,546995.0,Bueno,59.0,47.0,,40.0,Chillán
5478,Mateo,,43.0,Maule,256626.0,Bueno,,35.0,,166.0,Talca
5479,Martina,Muñoz,78.0,,671090.0,Regular,72.0,38.0,88.0,56.0,Valparaíso
5480,Benjamín,Soto,54.0,Metropolitana,957912.0,Bueno,71.0,12.0,102.0,130.0,Santiago
5481,Martín,Martínez,40.0,Maule,769636.0,Bueno,94.0,24.0,85.0,289.0,Linares
5482,Benjamín,Rojas,57.0,O'Higgins,604017.0,Bueno,68.0,32.0,85.0,280.0,Rancagua
5483,Valentina,Martínez,40.0,Araucanía,990628.0,Bueno,70.0,5.0,,43.0,Temuco
5484,,Martínez,33.0,Araucanía,265326.0,Bueno,13.0,21.0,40.0,112.0,Temuco
5485,Emilia,Silva,78.0,Biobío,62341.0,,15.0,9.0,195.0,265.0,
5486,Valentina,Pérez,48.0,Biobío,,Bueno,75.0,21.0,168.0,44.0,Concepción
5487,Agustín,Rojas,70.0,Metropolitana,710687.0,,70.0,47.0,139.0,92.0,Santiago
5488,Martín,Silva,42.0,Metropolitana,830232.0,Bueno,22.0,42.0,2.0,27.0,Santiago
5489,,Rojas,61.0,O'Higgins,635100.0,Bueno,20.0,23.0,137.0,281.0,
5490,Valentina,Martínez,29.0,Araucanía,905026.0,Malo,,27.0,39.0,122.0,Pucón
5491,Martín,Rojas,26.0,Metropolitana,697976.0,Bueno,19.0,10.0,3.0,84.0,Maipú
5492,Sofía,Rojas,29.0,O'Higgins,370954.0,Regular,,9.0,197.0,68.0,Rancagua
5493,Benjamín,Martínez,71.0,Araucanía,181258.0,Bueno,69.0,32.0,182.0,165.0,Temuco
5494,Martín,Silva,71.0,Maule,924647.0,Bueno,47.0,18.0,86.0,91.0,Linares
5495,Sebastián,Soto,45.0,Araucanía,103597.0,Malo,5.0,,145.0,72.0,Temuco
5496,Emilia,Rojas,73.0,Metropolitana,542988.0,Bueno,53.0,40.0,183.0,138.0,Puente Alto
5497,Valentina,González,75.0,Metropolitana,314007.0,Bueno,4.0,41.0,47.0,223.0,Santiago
5498,Emilia,Sepúlveda,59.0,,271415.0,,63.0,18.0,186.0,,Temuco
5499,Emilia,Rojas,55.0,Valparaíso,645834.0,Bueno,69.0,43.0,,270.0,Quilpué
5500,Martina,Muñoz,70.0,Valparaíso,231236.0,Regular,74.0,16.0,146.0,1.0,Viña del Mar
5501,Martina,Contreras,50.0,Metropolitana,916365.0,Bueno,51.0,32.0,11.0,183.0,
5502,Isidora,,73.0,Araucanía,406043.0,Bueno,70.0,,77.0,219.0,Temuco
5503,Martín,Martínez,68.0,Valparaíso,677375.0,Regular,69.0,41.0,94.0,43.0,Valparaíso
5504,Agustín,Contreras,60.0,Biobío,727755.0,Bueno,83.0,16.0,4.0,70.0,Concepción
5505,Isidora,Soto,32.0,Maule,682941.0,Regular,68.0,46.0,162.0,227.0,Curicó
5506,Valentina,Pérez,55.0,Maule,903400.0,Bueno,3.0,41.0,43.0,256.0,Linares
5507,Emilia,Rojas,,,231130.0,Bueno,,33.0,178.0,21.0,Temuco
5508,Mateo,Pérez,22.0,Valparaíso,86054.0,Bueno,35.0,6.0,162.0,125.0,Quilpué
5509,Martina,Soto,71.0,Araucanía,55465.0,Malo,18.0,38.0,153.0,62.0,Villarrica
5510,Valentina,Rojas,68.0,Metropolitana,877844.0,Bueno,74.0,38.0,,279.0,Santiago
5511,Martina,Pérez,27.0,Metropolitana,973287.0,Bueno,27.0,43.0,86.0,97.0,Puente Alto
5512,,Silva,29.0,Biobío,302526.0,Bueno,52.0,18.0,10.0,209.0,Concepción
5513,Emilia,Silva,21.0,Metropolitana,693513.0,Bueno,30.0,,189.0,156.0,Santiago
5514,Sofía,Rojas,35.0,Araucanía,8912.0,,67.0,5.0,106.0,164.0,
5515,Emilia,González,53.0,,188631.0,Regular,67.0,32.0,153.0,158.0,Curicó
5516,Martín,González,42.0,Maule,,,97.0,38.0,,87.0,Linares
5517,Emilia,,,Valparaíso,65887.0,Bueno,61.0,27.0,,204.0,
5518,Martín,Muñoz,84.0,Metropolitana,468510.0,Bueno,83.0,24.0,144.0,292.0,Puente Alto
5519,Martina,Pérez,26.0,Valparaíso,662583.0,Bueno,72.0,36.0,72.0,16.0,Viña del Mar
5520,Sebastián,Sepúlveda,78.0,Metropolitana,765958.0,Malo,1.0,31.0,175.0,162.0,Santiago
5521,Benjamín,González,70.0,Maule,453815.0,Bueno,27.0,40.0,40.0,148.0,Talca
5522,Sofía,Soto,35.0,Maule,630284.0,Regular,5.0,14.0,79.0,82.0,Talca
5523,,Díaz,60.0,O'Higgins,539575.0,Bueno,2.0,35.0,94.0,240.0,Rancagua
5524,,González,52.0,Biobío,52305.0,Regular,,9.0,191.0,277.0,Talcahuano
5525,Isidora,Muñoz,80.0,Maule,742804.0,Bueno,18.0,41.0,71.0,296.0,Talca
5526,Mateo,Rojas,21.0,Metropolitana,172361.0,Malo,59.0,,100.0,22.0,Maipú
5527,Valentina,Díaz,,Maule,31805.0,Bueno,37.0,33.0,84.0,228.0,Linares
5528,Isidora,Soto,62.0,Maule,,Regular,93.0,14.0,158.0,123.0,
5529,Valentina,Rojas,67.0,Maule,865637.0,Bueno,19.0,13.0,9.0,166.0,Curicó
5530,,Martínez,,Araucanía,150829.0,Bueno,,44.0,108.0,,Villarrica
5531,Sofía,Rojas,59.0,O'Higgins,12857.0,,46.0,22.0,94.0,140.0,San Fernando
5532,Mateo,Rojas,18.0,,109979.0,Regular,27.0,31.0,90.0,3.0,Viña del Mar
5533,Mateo,,56.0,Araucanía,363659.0,Bueno,,1.0,107.0,,Temuco
5534,,Contreras,34.0,Biobío,,Regular,5.0,28.0,165.0,282.0,Concepción
5535,,Díaz,,O'Higgins,193012.0,Bueno,4.0,8.0,68.0,184.0,
5536,Sebastián,Díaz,63.0,O'Higgins,801964.0,Malo,,26.0,94.0,202.0,San Fernando
5537,,Silva,59.0,Metropolitana,753297.0,Bueno,65.0,11.0,177.0,290.0,Maipú
5538,Martín,Soto,56.0,Araucanía,695863.0,Bueno,10.0,49.0,183.0,218.0,Villarrica
5539,Isidora,Rojas,,Metropolitana,487469.0,Bueno,41.0,20.0,168.0,216.0,Puente Alto
5540,Benjamín,Soto,79.0,Biobío,365216.0,Bueno,48.0,31.0,142.0,,Chillán
5541,Benjamín,,55.0,,375586.0,,45.0,29.0,192.0,145.0,Rancagua
5542,Agustín,Silva,40.0,Valparaíso,503070.0,Bueno,3.0,18.0,170.0,105.0,Viña del Mar
5543,Emilia,,39.0,Metropolitana,77314.0,Regular,33.0,8.0,,249.0,Maipú
5544,Isidora,Contreras,21.0,Valparaíso,682305.0,Regular,96.0,34.0,17.0,42.0,Quilpué
5545,Mateo,Sepúlveda,66.0,Biobío,351507.0,Bueno,57.0,2.0,17.0,209.0,
5546,Martín,Pérez,76.0,O'Higgins,224758.0,Bueno,36.0,35.0,128.0,196.0,Pichilemu
5547,Benjamín,Silva,19.0,Valparaíso,278327.0,Bueno,,28.0,175.0,159.0,
5548,Benjamín,Sepúlveda,66.0,Biobío,180294.0,Bueno,,29.0,32.0,109.0,
5549,Emilia,Rojas,48.0,Maule,,Bueno,77.0,46.0,68.0,,Curicó
5550,Sebastián,Rojas,57.0,O'Higgins,169037.0,Regular,43.0,36.0,192.0,200.0,Pichilemu
5551,Martín,Díaz,65.0,Biobío,882926.0,Malo,77.0,49.0,,224.0,Talcahuano
5552,Martín,Díaz,68.0,,,Bueno,77.0,19.0,127.0,19.0,Concepción
5553,Mateo,Sepúlveda,60.0,Valparaíso,867450.0,Bueno,33.0,34.0,122.0,120.0,Quilpué
5554,Martina,Díaz,72.0,Metropolitana,,Bueno,37.0,6.0,135.0,39.0,Santiago
5555,,,66.0,,927633.0,Malo,48.0,43.0,30.0,195.0,Curicó
5556,Isidora,,74.0,Araucanía,211490.0,Bueno,59.0,34.0,143.0,224.0,Pucón
5557,,Martínez,32.0,O'Higgins,554691.0,Bueno,95.0,23.0,14.0,207.0,Rancagua
5558,Martín,Pérez,44.0,,125838.0,Regular,67.0,26.0,48.0,26.0,Pucón
5559,Martín,Sepúlveda,,Metropolitana,447220.0,Bueno,30.0,10.0,,130.0,Puente Alto
5560,Benjamín,Martínez,47.0,Metropolitana,569903.0,Bueno,,47.0,105.0,135.0,Santiago
5561,Valentina,Martínez,53.0,Maule,605675.0,Bueno,17.0,28.0,78.0,189.0,
5562,Martín,,84.0,,365528.0,Regular,52.0,0.0,131.0,227.0,Chillán
5563,Martín,,66.0,Metropolitana,76335.0,Bueno,50.0,17.0,194.0,128.0,Maipú
5564,Sofía,Pérez,72.0,,655326.0,Malo,13.0,20.0,23.0,274.0,Curicó
5565,Valentina,Contreras,73.0,Metropolitana,488431.0,Malo,51.0,,25.0,52.0,Santiago
5566,Martina,Pérez,61.0,O'Higgins,136878.0,Regular,,39.0,67.0,125.0,Rancagua
5567,Martín,Silva,48.0,Biobío,935875.0,Bueno,49.0,42.0,169.0,256.0,Chillán
5568,,Rojas,75.0,O'Higgins,955668.0,Regular,40.0,34.0,131.0,248.0,Pichilemu
5569,Sofía,Contreras,70.0,Metropolitana,856606.0,Bueno,66.0,18.0,145.0,290.0,Puente Alto
5570,Sebastián,Muñoz,40.0,Maule,843868.0,Bueno,49.0,22.0,154.0,27.0,Linares
5571,,,,Biobío,98671.0,Bueno,33.0,32.0,87.0,234.0,Concepción
5572,Sofía,,33.0,,993420.0,Bueno,44.0,31.0,59.0,228.0,Concepción
5573,Mateo,Rojas,54.0,O'Higgins,400380.0,Regular,7.0,,140.0,298.0,Rancagua
5574,Sofía,Contreras,38.0,,163121.0,Malo,81.0,48.0,94.0,149.0,Santiago
5575,Emilia,Contreras,34.0,,812101.0,Bueno,34.0,15.0,196.0,240.0,Quilpué
5576,Sebastián,Martínez,54.0,Valparaíso,,Regular,61.0,30.0,56.0,298.0,Valparaíso
5577,Sebastián,Muñoz,36.0,O'Higgins,526175.0,Regular,,15.0,90.0,6.0,Rancagua
5578,Agustín,Pérez,47.0,O'Higgins,128016.0,Malo,18.0,31.0,23.0,219.0,San Fernando
5579,Sofía,,62.0,Valparaíso,474645.0,Bueno,35.0,24.0,56.0,,Quilpué
5580,Martín,Silva,35.0,Metropolitana,558141.0,Bueno,96.0,27.0,85.0,215.0,Santiago
5581,Mateo,Sepúlveda,79.0,Metropolitana,445923.0,Bueno,73.0,16.0,65.0,114.0,
5582,Sofía,González,53.0,O'Higgins,69486.0,,41.0,35.0,64.0,21.0,San Fernando
5583,,González,69.0,Metropolitana,484939.0,Bueno,89.0,,194.0,234.0,
5584,,Contreras,36.0,Araucanía,468942.0,Malo,58.0,3.0,,,Villarrica
5585,Martín,Pérez,61.0,Araucanía,261620.0,Malo,84.0,49.0,46.0,18.0,Temuco
5586,Isidora,Pérez,24.0,Maule,921601.0,,52.0,20.0,0.0,247.0,
5587,Martín,Sepúlveda,61.0,Maule,417792.0,Bueno,93.0,7.0,178.0,189.0,
5588,Sebastián,Rojas,51.0,O'Higgins,864115.0,,83.0,17.0,121.0,266.0,Rancagua
5589,Agustín,Rojas,83.0,Biobío,109663.0,Bueno,7.0,10.0,55.0,159.0,Talcahuano
5590,Sofía,Sepúlveda,72.0,Maule,318877.0,Bueno,68.0,42.0,58.0,163.0,Linares
5591,Martina,Rojas,27.0,Maule,176330.0,Regular,44.0,10.0,,180.0,Curicó
5592,Agustín,Muñoz,59.0,Araucanía,408410.0,Bueno,15.0,7.0,47.0,110.0,Villarrica
5593,Benjamín,,58.0,Valparaíso,111636.0,Bueno,,34.0,31.0,275.0,Valparaíso
5594,Sebastián,Muñoz,27.0,Maule,441034.0,Bueno,49.0,49.0,18.0,106.0,Curicó
5595,,Rojas,27.0,Maule,,Bueno,20.0,38.0,58.0,201.0,Curicó
5596,Isidora,González,77.0,Maule,223315.0,Regular,32.0,0.0,174.0,27.0,Linares
5597,Sofía,González,68.0,Maule,642179.0,Regular,16.0,11.0,22.0,,Linares
5598,Sofía,Sepúlveda,38.0,Araucanía,950911.0,Bueno,61.0,40.0,52.0,66.0,Temuco
5599,Valentina,Pérez,25.0,Valparaíso,207113.0,Regular,63.0,24.0,58.0,234.0,Quilpué
5600,Agustín,Muñoz,82.0,O'Higgins,711790.0,Bueno,29.0,4.0,62.0,161.0,Pichilemu
5601,Sebastián,Díaz,47.0,Araucanía,742380.0,Bueno,,41.0,46.0,110.0,Temuco
5602,Valentina,Sepúlveda,66.0,Araucanía,,Bueno,11.0,42.0,31.0,68.0,Villarrica
5603,Mateo,Sepúlveda,26.0,Valparaíso,,Bueno,97.0,27.0,48.0,57.0,Viña del Mar
5604,Valentina,Muñoz,34.0,Metropolitana,966390.0,Bueno,31.0,,179.0,175.0,Santiago
5605,Isidora,Muñoz,75.0,Maule,362246.0,Bueno,59.0,43.0,99.0,144.0,Linares
5606,Sebastián,Contreras,74.0,Maule,651033.0,Bueno,18.0,,184.0,216.0,Linares
5607,Martín,Soto,79.0,,,Bueno,72.0,14.0,135.0,291.0,Villarrica
5608,Valentina,Díaz,69.0,Biobío,403635.0,Malo,66.0,0.0,101.0,67.0,Talcahuano
5609,Agustín,Díaz,78.0,Maule,316791.0,Bueno,12.0,23.0,80.0,134.0,Linares
5610,Sebastián,Sepúlveda,57.0,Metropolitana,933744.0,Regular,1.0,,174.0,164.0,Puente Alto
5611,Martín,Sepúlveda,55.0,Araucanía,789981.0,Bueno,2.0,23.0,,171.0,Temuco
5612,Isidora,,60.0,Valparaíso,114464.0,Regular,28.0,24.0,66.0,24.0,Viña del Mar
5613,Benjamín,González,80.0,Metropolitana,119884.0,Bueno,41.0,31.0,4.0,90.0,Puente Alto
5614,Isidora,,36.0,Biobío,922542.0,Bueno,99.0,,108.0,132.0,Chillán
5615,Martina,,67.0,,81409.0,Bueno,96.0,25.0,124.0,59.0,
5616,Sofía,Rojas,50.0,,688421.0,Bueno,15.0,30.0,123.0,272.0,Concepción
5617,Martina,Martínez,30.0,Biobío,,Regular,65.0,11.0,169.0,26.0,
5618,Agustín,González,79.0,Valparaíso,35185.0,Malo,22.0,48.0,103.0,44.0,Viña del Mar
5619,Isidora,Muñoz,60.0,Metropolitana,59637.0,,,8.0,155.0,91.0,Santiago
5620,Emilia,González,66.0,Biobío,373522.0,Bueno,63.0,37.0,152.0,81.0,Chillán
5621,Valentina,Soto,53.0,,77588.0,Bueno,17.0,12.0,19.0,41.0,Concepción
5622,Martín,Soto,,O'Higgins,,Bueno,31.0,21.0,90.0,245.0,San Fernando
5623,Valentina,González,23.0,Araucanía,647254.0,Malo,24.0,40.0,,,
5624,Martín,,74.0,Valparaíso,373468.0,Bueno,21.0,31.0,145.0,174.0,Quilpué
5625,Benjamín,González,,Biobío,742878.0,,3.0,48.0,66.0,221.0,Concepción
5626,Sebastián,,75.0,Valparaíso,490042.0,Bueno,77.0,19.0,161.0,203.0,Viña del Mar
5627,Valentina,Silva,38.0,,430228.0,Bueno,25.0,35.0,119.0,294.0,Chillán
5628,Mateo,Silva,,Maule,406988.0,Regular,,24.0,18.0,194.0,Curicó
5629,,Soto,37.0,Maule,431106.0,Bueno,98.0,14.0,,80.0,Talca
5630,Isidora,Rojas,71.0,Metropolitana,967887.0,Bueno,87.0,3.0,160.0,276.0,Maipú
5631,Isidora,Silva,42.0,Metropolitana,681407.0,Bueno,90.0,36.0,185.0,119.0,Maipú
5632,Martina,González,45.0,O'Higgins,315209.0,Bueno,4.0,7.0,11.0,,San Fernando
5633,Martín,Martínez,,O'Higgins,733859.0,Bueno,68.0,28.0,117.0,274.0,Rancagua
5634,Sofía,Contreras,38.0,Valparaíso,330267.0,Malo,10.0,45.0,159.0,,Quilpué
5635,Agustín,Silva,35.0,Valparaíso,125714.0,Malo,43.0,3.0,76.0,246.0,Quilpué
5636,,Martínez,64.0,Araucanía,,Malo,46.0,31.0,78.0,157.0,Villarrica
5637,Sebastián,Muñoz,74.0,Valparaíso,,Malo,4.0,1.0,158.0,106.0,Valparaíso
